File	Word	Vowel Type	Vowel	Vowel Duration (msec)	POA	MOA	Consonant Duration (msec)	Burst Duration	f0	f1_onset	f1_mid	f2_onset	f2_mid
rajashree_390	ittadi	1	i	81.16	D	VLS	193.28	13.61	159.25	1111.39	243.03	2513.90	1819.52
	ittadi	2	a	86.70	D	VLS	193.28	13.61	173.93	527.55	674.08	1572.45	1476.82
rajashree_420	mrittu	1	i	32.57	D	VLS	158.48	34.05	156.83	310.38	301.33	2279.46	2317.38
	mrittu	2	u	53.78	D	VLS	158.48	34.05	155.49	330.01	315.23	1403.88	1325.85
rajashree_423	shotti	1	o	38.52	D	VLS	133.76	18.56	177.89	422.97	399.69	1150.42	1138.14
	shotti	2	i	45.73	D	VLS	133.76	18.56	197.97	365.54	373.16	1995.66	2123.99
rajashree_426	mrittu	1	i	26.36	D	VLS	144.86	33.22	156.14	320.51	325.92	2054.65	2107.66
	mrittu	2	u	52.05	D	VLS	144.86	33.22	145.52	333.45	319.33	1502.93	1449.59
rajashree_440	mrittu	1	i	29.30	D	VLS	137.56	29.89	152.76	308.01	289.56	2102.41	2175.19
	mrittu	2	u	55.65	D	VLS	137.56	29.89	155.41	336.23	327.05	1514.09	1401.58
rajashree_52	moddhe	1	o	59.05	D	VAS	142.07	21.06	162.70	472.97	441.73	773.21	1003.65
	moddhe	2	e	65.65	D	VAS	142.07	21.06	168.36	388.34	410.75	1831.05	1906.91
rita_03	dhappa	1	a	62.76	BL	VLS	263.55	10.33	191.28	991.23	894.13	1507.65	1337.55
	dhappa	2	a	143.75	BL	VLS	263.55	10.33	131.93	701.02	863.76	1140.32	1282.30
rita_140	mrittur	1	i	50.38	D	VLS	215.27	21.79	272.89	463.07	420.45	2373.05	2453.92
	mrittur	2	u	97.56	D	VLS	215.27	21.79	335.51	364.39	364.02	1487.62	1019.04
rita_24	ottonto	1	o	74.85	D	VLS	194.61	19.01	251.39	500.96	504.13	865.71	1001.81
	ottonto	2	o	79.23	D	VLS	194.61	19.01	436.55	541.69	870.53	770.01	1762.39
rita_27	churanobboi	1	o	47.66	BL	VS	128.50	12.96	313.27	547.94	622.87	1639.56	1460.44
	churanobboi	2	o	18.97	BL	VS	128.50	12.96	341.20	489.78	473.96	1353.08	1408.57
rita_39	prottek	1	o	38.08	D	VLS	200.02	11.33	303.66	577.82	580.31	1404.73	1443.58
	prottek	2	e	54.23	D	VLS	200.02	11.33	413.62	523.03	640.84	1729.70	1211.73
rita_52	moddhe	1	o	81.15	D	VAS	159.41	7.48	220.46	554.59	616.33	827.61	1073.02
	moddhe	2	e	105.85	D	VAS	159.41	7.48	264.69	572.82	511.34	2003.43	2202.93
ritwika_01	tOto	1	O	128.03	D	VLS_N	77.69	9.21	226.37	545.86	670.05	1501.94	1138.68
	tOto	2	o	93.68	D	VLS_N	77.69	9.21	316.19	559.89	618.00	1492.61	1315.05
ritwika_01	druto	1	u	90.01	D	VLS_N	81.76	11.44	280.16	379.99	395.55	1342.88	1162.04
	druto	2	o	105.48	D	VLS_N	81.76	11.44	326.36	539.87	647.87	1498.95	1353.54
ritwika_010	theke	1	e	55.36	V	VLS_N	63.63	23.76	304.35	559.58	577.96	1212.31	2442.24
	theke	2	e	98.60	V	VLS_N	63.63	23.76	323.76	402.89	613.78	1713.96	2062.09
ritwika_011	chobbish	1	o	95.40	BL	VS	134.91	8.21	260.11	381.45	512.95	1917.31	1336.82
	chobbish	2	i	84.49	BL	VS	134.91	8.21	304.67	381.67	375.98	2203.98	2481.57
ritwika_0129	uddipOnaye	1	u	94.42	D	VS	188.31	14.24	253.86	476.39	383.36	775.01	726.80
	uddipOnaye	2	i	84.05	D	VS	188.31	14.24	301.96	390.62	365.57	1717.48	2414.07
ritwika_0132	shotto	1	o	81.20	D	VLS	181.68	16.27	252.43	411.06	522.55	1557.14	1398.26
	shotto	2	o	73.81	D	VLS	181.68	16.27	228.24	475.60	486.29	1442.20	1410.91
ritwika_016	attohottar	1	a	127.99	D	VLS	160.08	11.63	228.93	1048.96	1095.00	1492.78	1376.01
	attohottar	2	o	66.55	D	VLS	160.08	11.63	317.18	574.84	595.89	1567.58	1273.02
ritwika_017	chobbish	1	o	98.24	BL	VS	137.32	21.76	258.55	438.60	513.08	1833.53	1281.47
	chobbish	2	i	70.43	BL	VS	137.32	21.76	298.90	403.35	408.77	2126.21	2392.02
ritwika_0232	mrittur	1	i	59.20	D	VLS	184.62	13.47	310.56	401.48	355.29	2370.31	2110.39
	mrittur	2	u	98.54	D	VLS	184.62	13.47	382.55	403.68	462.92	1464.41	1324.49
ritwika_03	ghOnotto	1	o	94.34	D	VLS	180.05	11.84	278.82	508.60	693.76	1560.59	1561.84
	ghOnotto	2	o	111.22	D	VLS	180.05	11.84	315.41	576.78	619.40	1557.90	1341.69
ritwika_0305	bhOTTacharjer	1	O	67.44	R	VLS	147.49	8.91	235.92	746.89	813.04	1282.97	1392.56
	bhOTTacharjer	2	a	86.69	R	VLS	147.49	8.91	268.35	698.10	777.09	1879.23	1880.65
ritwika_0305	nritto	1	i	55.17	D	VLS	205.04	16.98	268.63	455.06	396.06	2608.11	2667.76
	nritto	2	o	105.10	D	VLS	205.04	16.98	320.40	553.28	616.40	1461.98	1329.24
ritwika_031	bODDo	1	O	113.11	R	VS	138.93	6.66	235.24	498.46	693.51	914.75	1100.15
	bODDo	2	o	81.29	R	VS	138.93	6.66	326.31	575.73	600.87	1567.77	1289.75
ritwika_0318	mukhopaddhayer	1	a	129.45	D	VAS	141.06	17.68	305.34	654.24	912.07	1306.67	1577.63
	mukhopaddhayer	2	a	176.77	D	VAS	141.06	17.68	321.00	609.78	746.27	2039.79	992.47
ritwika_0334	abritti	1	i	66.60	D	VLS	168.45	20.27	292.02	445.89	431.44	2304.28	1986.61
	abritti	2	i	139.31	D	VLS	168.45	20.27	309.86	366.41	415.74	2202.90	1703.09
ritwika_0334	naTTo	1	a	115.04	R	VLS	178.59	10.67	229.67	734.60	1162.60	1722.39	1524.86
	naTTo	2	o	87.28	R	VLS	178.59	10.67	273.59	558.64	545.48	1688.19	1481.63
ritwika_0358	naTToshastrer	1	a	125.06	R	VLS	192.17	7.15	222.36	766.06	1185.88	1827.52	1492.46
	naTToshastrer	2	o	91.65	R	VLS	192.17	7.15	330.45	618.11	655.31	1521.14	1358.71
ritwika_0360	nritter	1	i	76.02	D	VLS	189.72	14.31	271.07	469.19	434.65	2411.68	1855.64
	nritter	2	e	119.01	D	VLS	189.72	14.31	307.38	554.52	614.79	2139.25	2449.71
ritwika_0390	uddesshe	1	u	58.62	D	VS	211.20	14.58	261.91	413.75	429.11	778.81	949.52
	uddesshe	2	e	96.48	D	VS	211.20	14.58	351.84	513.94	540.45	2277.07	1473.53
ritwika_04	protiTi	1	i	78.73	R	VLS_N	79.53	14.80	333.89	360.11	350.79	2218.35	2197.64
	protiTi	2	i	77.61	R	VLS_N	79.53	14.80	363.13	377.48	374.40	2317.63	2246.58
ritwika_0409	shotti	1	o	96.20	D	VLS	255.10	25.05	296.28	448.70	597.71	1583.81	1458.36
	shotti	2	i	222.50	D	VLS	255.10	25.05	373.66	356.08	386.46	1961.98	2116.34
ritwika_041	sheshkritto	1	i	62.75	D	VLS	181.76	14.67	328.57	441.70	408.04	2483.89	2131.62
	sheshkritto	2	o	90.39	D	VLS	181.76	14.67	358.09	538.47	672.78	1424.86	1446.46
ritwika_042	chhabbish	1	a	99.87	BL	VS	147.37	10.68	245.40	1075.05	973.26	1566.79	1438.31
	chhabbish	2	i	83.24	BL	VS	147.37	10.68	314.01	417.18	362.78	2363.86	2733.92
ritwika_0456	oikkomOtto	1	i	63.23	V	VLS	158.79	24.66	288.33	514.02	356.97	2241.17	2623.03
	oikkomOtto	2	o	93.42	V	VLS	158.79	24.66	335.16	548.69	679.37	1192.76	1076.10
ritwika_0456	oikkomOtto	1	O	93.25	D	VLS	283.24	18.80	333.31	620.56	891.81	1279.47	1335.16
	oikkomOtto	2	o	190.94	D	VLS	283.24	18.80	428.54	644.82	845.11	1461.67	1557.55
ritwika_0467	niruddesh	1	u	91.86	D	VS	177.56	11.68	309.29	417.57	440.66	1641.42	1488.00
	niruddesh	2	e	144.75	D	VS	177.56	11.68	202.23	452.56	438.28	2099.65	2333.27
ritwika_05	obhiggOta	1	i	80.78	V	VS	132.64	22.98	308.76	428.35	331.64	2396.41	2066.09
	obhiggOta	2	O	100.21	V	VS	132.64	22.98	286.26	558.96	834.82	1441.60	1459.37
ritwika_05	Oboshader	1	O	114.94	BL	VS_N	43.11	8.67	233.21	760.84	829.11	1122.17	1058.08
	Oboshader	2	o	73.22	BL	VS_N	43.11	8.67	261.10	493.63	546.92	995.92	1223.20
ritwika_05	Oboshader	1	a	70.96	D	VS_N	56.95	7.93	290.57	976.13	892.91	1873.40	1785.40
	Oboshader	2	e	111.47	D	VS_N	56.95	7.93	322.71	569.69	620.67	1503.51	1765.02
ritwika_051	dhakka	1	a	97.88	V	VLS	144.24	19.15	228.99	1042.94	1025.12	1467.27	1430.33
	dhakka	2	a	96.35	V	VLS	144.24	19.15	316.14	696.66	931.92	1786.93	1659.72
ritwika_06	idaning	1	i	71.11	D	VS_N	51.54	9.07	257.09	358.58	343.36	1867.98	2031.93
	idaning	2	a	110.81	D	VS_N	51.54	9.07	274.35	572.40	953.32	1869.73	1876.69
ritwika_060	shotti	1	o	78.45	D	VLS	186.28	16.86	268.14	442.79	546.23	1286.66	1290.08
	shotti	2	i	56.57	D	VLS	186.28	16.86	362.74	387.17	383.30	2240.68	2501.72
ritwika_07	kedar	1	e	99.34	D	VS_N	49.08	15.98	254.57	393.55	486.39	2812.37	1837.99
	kedar	2	a	115.59	D	VS_N	49.08	15.98	275.48	596.80	887.63	1915.98	1676.40
ritwika_07	mOte	1	O	114.95	D	VLS_N	111.99	11.51	221.34	634.51	835.20	1047.60	1052.18
	mOte	2	e	163.14	D	VLS_N	111.99	11.51	187.90	465.28	447.02	1909.66	1912.87
ritwika_08	probOnOta	1	O	80.27	D	VLS_N	73.44	14.15	291.23	708.80	970.65	1614.77	1711.25
	probOnOta	2	a	76.36	D	VLS_N	73.44	14.15	321.66	723.09	937.77	1610.63	1574.47
ritwika_084	goDDa	1	o	101.07	R	VS	160.48	6.72	235.84	436.58	471.65	1028.30	978.58
	goDDa	2	a	106.29	R	VS	160.48	6.72	284.35	611.94	783.98	1929.36	1561.78
ritwika_085	goDDar	1	o	133.84	R	VS	157.95	14.12	244.85	385.88	486.49	1033.71	1071.22
	goDDar	2	a	153.78	R	VS	157.95	14.12	315.59	669.23	941.24	1751.44	1537.45
ritwika_089	goDDar	1	o	110.21	R	VS	164.95	11.61	242.67	440.45	488.02	954.01	985.41
	goDDar	2	a	136.79	R	VS	164.95	11.61	312.98	662.25	928.38	1749.21	1802.20
samaresh_153	chobbishTi	1	o	85.97	BL	VS	103.40	18.76	154.06	360.84	426.39	1360.37	1020.28
	chobbishTi	2	i	52.52	BL	VS	103.40	18.76	184.23	332.09	348.34	2240.53	2232.83
sayan_150	uttor	1	u	95.51	D	VLS	156.80	10.21	248.07	347.24	336.21	630.42	741.24
	uttor	2	o	111.90	D	VLS	156.80	10.21	325.11	371.35	620.89	1294.01	1039.41
sayan_150	TOkkor	1	O	66.12	V	VLS	188.53	26.26	237.24	561.18	700.13	1299.97	1191.89
	TOkkor	2	o	40.88	V	VLS	188.53	26.26	290.92	397.97	500.05	790.52	869.70
sayan_23	dhakka	1	a	52.91	V	VLS	102.89	17.92	187.54	750.42	730.50	1270.20	1310.27
	dhakka	2	a	73.77	V	VLS	102.89	17.92	193.02	657.08	716.13	1268.57	1323.66
sayan_313	choddo	1	o	126.53	D	VS	151.61	16.45	276.71	340.55	459.95	937.60	832.30
	choddo	2	o	192.81	D	VS	151.61	16.45	277.71	330.53	585.80	1106.52	827.86
sayan_368	bOraddo	1	a	70.63	D	VS	110.37	12.52	237.57	691.00	709.42	1161.50	1301.69
	bOraddo	2	o	67.44	D	VS	110.37	12.52	247.33	490.68	492.59	1328.37	1385.69
sayan_399	choddo	1	o	91.46	D	VS	92.17	9.92	270.68	419.90	528.92	2192.58	1007.38
	choddo	2	o	103.29	D	VS	92.17	9.92	279.39	420.49	517.61	1193.83	1117.72
sayan_418	laDDu	1	a	107.92	R	VS	161.79	7.79	211.28	653.51	806.81	1436.52	1341.29
	laDDu	2	u	146.86	R	VS	161.79	7.79	305.75	317.78	314.18	1250.33	894.65
sayan_500	chobbish	1	o	48.43	BL	VS	146.72	21.54	228.15	412.09	459.35	1207.24	1094.17
	chobbish	2	i	73.52	BL	VS	146.72	21.54	279.71	335.86	307.46	1752.70	1875.59
sayan_84	chobbishe	1	o	75.82	BL	VS	217.08	13.29	237.36	346.33	469.05	894.56	826.85
	chobbishe	2	i	83.43	BL	VS	217.08	13.29	289.19	303.70	293.31	1825.25	2025.89
shyamoshree_10	oggaeto	1	O	107.00	V	VS	111.17	23.16	252.54	771.40	745.36	1053.63	1031.82
	oggaeto	2	ae	83.21	V	VS	111.17	23.16	307.64	502.83	629.86	1944.83	1057.79
shyamoshree_109	bODDo	1	O	99.46	R	VS	164.55	9.51	227.78	478.00	606.89	975.89	1145.25
	bODDo	2	o	73.34	R	VS	164.55	9.51	308.59	454.61	478.37	1736.07	1273.23
shyamoshree_324	khabba	1	a	63.19	BL	VS	168.36	6.76	289.47	793.27	819.06	1410.53	1110.47
	khabba	2	a	82.79	BL	VS	168.36	6.76	289.45	646.90	820.76	1263.78	1740.79
shyamoshree_324	Dabba	1	a	82.66	BL	VS	168.78	6.67	252.58	600.44	757.57	1689.93	1389.54
	Dabba	2	a	84.81	BL	VS	168.78	6.67	170.39	644.70	748.48	1170.84	1193.56
shyamoshree_371	dhakka	1	a	137.11	V	VLS	155.71	12.48	234.67	512.00	889.27	1875.88	1572.37
	dhakka	2	a	107.74	V	VLS	155.71	12.48	274.32	601.42	814.61	1629.17	1462.92
shyamoshree_398	gOppo	1	O	94.88	BL	VLS	147.53	2.85	222.40	568.37	699.41	1193.26	1118.38
	gOppo	2	o	49.51	BL	VLS	147.53	2.85	301.94	497.61	522.18	905.54	911.30
shyamoshree_440	rattirer	1	a	128.11	D	VLS	225.60	17.90	249.88	554.10	788.40	1116.20	1139.84
	rattirer	2	i	67.55	D	VLS	225.60	17.90	312.87	333.13	359.54	1669.39	1667.20
shyamoshree_440	bOraddo	1	a	79.56	D	VS	132.97	12.52	242.06	708.22	694.95	1601.20	1260.82
	bOraddo	2	o	74.57	D	VS	132.97	12.52	278.80	533.67	547.72	1689.07	1534.59
shyamoshree_881	Oggo	1	O	117.53	V	VS	154.55	18.99	243.89	702.41	708.05	978.06	994.49
	Oggo	2	o	90.73	V	VS	154.55	18.99	343.04	420.77	685.63	1030.07	1445.36
shyamoshree_882	oder	1	o	89.00	D	VS	37.91	11.75	320.86	568.61	598.07	666.09	1013.25
	oder	2	e	64.07	D	VS	37.91	11.75	355.64	435.12	665.63	1994.58	2131.65
shyamoshree_883	shOmproti	1	o	35.97	D	VLS_N	75.98	37.93	196.63	474.94	471.08	1629.96	1684.82
	shOmproti	2	i	129.24	D	VLS_N	75.98	37.93	--undefined--	417.60	368.70	2340.35	2449.78
shyamoshree_884	dike	1	i	72.18	V	VLS_N	67.32	19.71	349.12	414.20	486.99	1284.15	1055.27
	dike	2	e	103.58	V	VLS_N	67.32	19.71	354.18	457.33	638.47	1865.12	2164.58
shyamoshree_886	hote	1	o	34.38	D	VLS_N	74.60	13.16	309.31	581.47	491.42	1554.47	1629.00
	hote	2	e	37.50	D	VLS_N	74.60	13.16	228.06	479.56	468.01	1959.84	1989.95
shyamoshree_887	mOntobbo	1	o	59.86	BL	VS	92.90	9.14	377.46	444.10	547.08	1650.53	1511.72
	mOntobbo	2	o	64.97	BL	VS	92.90	9.14	373.45	504.44	589.42	1082.62	1073.00
sm_147	toakka	1	o	127.18	V	VLS	127.88	19.61	174.54	459.02	621.33	1050.44	1008.99
	toakka	2	a	85.77	V	VLS	127.88	19.61	187.44	649.45	702.32	1310.35	1305.88
styabrata_03	dhappa	1	a	99.95	BL	VLS	159.42	8.87	114.27	582.03	841.60	1634.25	1281.39
	dhappa	2	a	65.05	BL	VLS	159.42	8.87	80.45	639.49	708.58	1153.12	1195.22
styabrata_223	choddoye	1	o	85.54	D	VS	172.75	17.98	128.41	331.38	391.03	1545.73	1226.98
	choddoye	2	o	40.40	D	VS	172.75	17.98	138.48	353.50	371.76	1382.23	1371.04
styabrata_236	mikkelsen	1	i	60.66	V	VLS	192.93	31.63	120.75	291.17	289.18	1953.11	2265.27
	mikkelsen	2	e	54.13	V	VLS	192.93	31.63	142.67	314.28	416.25	2140.09	1842.89
styabrata_27	churanobboi	1	o	51.28	BL	VS	74.24	14.25	177.37	415.67	427.89	1222.81	1043.48
	churanobboi	2	o	28.97	BL	VS	74.24	14.25	173.56	367.48	367.22	1203.20	1333.23
sudha_142	mOkkate	1	O	66.45	V	VLS	115.60	33.32	124.56	318.35	688.27	1272.49	1237.37
	mOkkate	2	a	44.49	V	VLS	115.60	33.32	106.95	640.72	748.78	1447.40	1554.24
sudha_215	prakkale	1	a	46.59	V	VLS	146.95	24.93	--undefined--	679.11	849.92	1291.73	1609.29
	prakkale	2	a	48.88	V	VLS	146.95	24.93	121.89	449.11	502.26	1720.06	1658.53
sudha_377	shatanobboi	1	o	69.23	BL	VS	148.90	11.99	212.69	380.58	437.18	1363.30	1291.35
	shatanobboi	2	o	52.30	BL	VS	148.90	11.99	225.42	398.54	450.88	1068.44	1261.81
sudha_442	choddoTi	1	o	51.11	D	VS	145.59	12.70	176.13	350.56	357.07	1295.37	1202.29
	choddoTi	2	o	51.71	D	VS	145.59	12.70	221.78	369.13	424.60	1470.49	1333.77
suparna_125	uddesshe	1	u	69.73	D	VS	97.51	16.80	170.03	306.49	339.97	1462.97	1403.30
	uddesshe	2	e	54.01	D	VS	97.51	16.80	167.60	336.50	355.04	1563.20	1540.43
suparna_157	nobboi	1	o	49.68	BL	VS	100.15	13.17	146.46	395.76	454.25	1160.44	947.33
	nobboi	2	o	38.09	BL	VS	100.15	13.17	166.08	369.46	352.28	894.70	1151.65
suparna_201	choddoye	1	o	71.63	D	VS	94.41	9.87	154.70	411.12	418.90	1353.64	1078.45
	choddoye	2	o	40.78	D	VS	94.41	9.87	184.04	417.44	478.23	1354.12	1300.87
suparna_23	dhakka	1	a	112.69	V	VLS	97.98	16.65	141.61	423.19	866.57	1620.75	1671.21
	dhakka	2	a	69.80	V	VLS	97.98	16.65	150.69	577.29	637.00	1396.43	1394.85
suparna_241	uddesshe	1	u	49.57	D	VS	121.80	12.31	175.93	418.34	355.57	1072.87	951.25
	uddesshe	2	e	58.35	D	VS	121.80	12.31	173.90	347.80	358.93	1683.49	1699.10
suparna_241	kumontobbo	1	O	33.86	BL	VS	103.85	8.16	168.81	465.00	481.49	1128.83	1076.17
	kumontobbo	2	o	48.01	BL	VS	103.85	8.16	177.36	448.20	449.61	846.29	818.64
suparna_330	chobbish	1	o	43.72	BL	VS	101.86	11.21	210.73	394.01	417.97	1514.98	1089.61
	chobbish	2	i	53.79	BL	VS	101.86	11.21	228.34	398.59	370.91	1771.81	1951.71
suparna_84	chobbishe	1	o	74.60	BL	VS	125.87	10.56	209.41	356.36	417.04	981.84	984.73
	chobbishe	2	i	35.75	BL	VS	125.87	10.56	252.91	293.24	269.55	1888.10	2095.95
suranjana_118	bODDo	1	O	96.83	R	VS	143.39	8.52	223.68	495.03	660.74	1043.50	1224.14
	bODDo	2	o	75.93	R	VS	143.39	8.52	295.22	536.39	565.26	1693.30	1452.62
suranjana_337	khabba	1	a	62.80	BL	VS	96.71	10.31	234.20	771.58	805.49	1182.74	1397.72
	khabba	2	a	82.47	BL	VS	96.71	10.31	215.71	612.22	697.19	1330.11	1716.27
suranjana_337	dabba	1	a	88.73	BL	VS	110.17	14.54	195.79	584.24	660.02	1889.09	1785.72
	dabba	2	a	101.76	BL	VS	110.17	14.54	194.95	642.71	764.41	1334.59	1465.54
suranjana_384	dhakka	1	a	73.79	V	VLS	136.77	23.71	221.45	871.55	871.29	1044.82	1511.90
	dhakka	2	a	126.53	V	VLS	136.77	23.71	214.30	645.98	820.84	1561.17	1522.35
suranjana_411	gOppo	1	O	99.59	BL	VLS	131.87	131.87	218.51	560.52	681.55	1064.23	1111.85
	gOppo	2	o	72.41	BL	VLS	131.87	131.87	297.44	520.48	540.75	902.45	890.28
suranjana_453	rattirer	1	a	98.13	D	VLS	180.37	18.79	230.20	769.18	878.24	1705.77	1660.97
	rattirer	2	i	87.24	D	VLS	180.37	18.79	281.23	336.31	360.23	1452.41	1352.21
swarnendu_126	aDDa	1	a	89.19	R	VS	157.82	10.63	175.34	640.26	721.95	1251.05	1240.26
	aDDa	2	a	212.95	R	VS	157.82	10.63	177.51	545.67	598.37	1537.93	1272.89
swarnendu_133	bODDo	1	O	83.35	R	VS	128.33	7.79	185.97	457.15	534.44	936.94	1014.56
	bODDo	2	o	84.58	R	VS	128.33	7.79	204.58	428.04	427.43	1387.09	1210.94
swarnendu_28	uddessho	1	u	63.74	D	VS	104.45	6.87	199.44	400.69	365.62	973.73	907.22
	uddessho	2	e	72.41	D	VS	104.45	6.87	209.67	374.99	416.16	1748.79	1743.20
swarnendu_34	uddessho	1	u	81.54	D	VS	118.65	11.11	129.18	454.58	308.85	950.47	786.35
	uddessho	2	e	76.83	D	VS	118.65	11.11	161.76	355.34	430.33	1637.23	1692.33
tml_178	toakka	1	a	99.27	V	VLS	177.12	19.46	200.20	689.22	983.83	1206.28	1404.24
	toakka	2	a	86.19	V	VLS	177.12	19.46	266.54	835.98	948.22	1620.29	1788.18
tml_230	choddo	1	o	99.36	D	VS	124.20	18.13	224.87	372.86	471.81	1745.92	1329.44
	choddo	2	o	67.58	D	VS	124.20	18.13	260.29	472.37	517.48	1675.20	1497.28
tml_248	uttor	1	u	106.93	D	VLS	188.37	23.23	240.45	477.49	441.58	834.22	984.97
	uttor	2	o	89.90	D	VLS	188.37	23.23	213.85	463.09	510.19	1510.09	1284.08
xxx_10	aDDa	1	a	136.86	R	VS	99.73	6.98	144.41	695.11	773.00	1360.01	1173.52
	aDDa	2	a	81.34	R	VS	99.73	6.98	170.22	525.43	584.59	1631.96	1551.77
xxx_246	choddo	1	o	85.11	D	VS	105.44	12.18	147.36	348.84	428.60	1430.31	1160.55
	choddo	2	o	83.51	D	VS	105.44	12.18	170.24	384.69	426.95	1177.15	1170.18
xxx_35	chobbishTa	1	o	84.92	BL	VS	159.37	9.82	164.42	345.03	386.60	1680.64	1090.54
	chobbishTa	2	i	83.44	BL	VS	159.37	9.82	177.48	340.60	355.26	1912.18	2140.16
xxx_615	chobbish	1	o	69.91	BL	VS	128.26	10.00	158.88	341.56	430.17	1418.72	1087.17
	chobbish	2	i	65.59	BL	VS	128.26	10.00	183.72	336.75	297.58	1862.41	2184.97
xxx_623	niranobboi	1	o	78.04	BL	VS	83.59	10.05	191.94	633.31	578.69	1243.85	1035.05
	niranobboi	2	o	68.32	BL	VS	83.59	10.05	201.17	408.92	415.50	867.78	1143.63
xxx_9	aDDa	1	a	127.84	R	VS	156.34	9.76	131.45	739.77	787.63	1200.54	1265.10
	aDDa	2	a	96.36	R	VS	156.34	9.76	165.81	576.90	649.86	1566.63	1326.74
