File	Word	V1	V2	POA	MOA	V1 Dur	V2 Dur	Consonant Duration	Burst Duration	Burst RMS	F0_V1	F1_onset_V1	F1_mid_V1	F2_onset_V1	F2_mid_V1	F0_V2	F1_onset_V2	F1_mid_V2	F2_onset_V2	F2_mid_V2
chan_045	elakaTi	a	i	R	VLS_N	73.60	139.87	91.74	17.91	0.02	152.34	654.59	706.98	1705.22	1660.94	107.89	334.73	295.20	2277.71	2350.83
chan_048	elakaTi	a	i	R	VLS_N	78.67	137.46	94.45	16.51	0.01	136.96	610.76	672.97	1713.97	1688.55	107.36	339.93	299.65	2283.12	2342.67
chan_049	hotta	o	a	D	VLS	44.34	59.83	148.38	12.10	0.03	135.66	422.56	428.50	1089.57	1202.06	140.79	623.08	664.31	1575.67	1471.80
chan_0497	uttor	u	o	D	VLS	57.62	72.65	157.28	16.04	0.02	165.74	291.36	316.63	820.91	932.01	156.50	411.04	451.20	1426.63	1297.79
chan_0498	uttor	u	o	D	VLS	69.01	90.35	172.21	17.28	0.03	143.65	393.75	356.07	1130.52	949.32	157.02	429.97	464.18	1374.40	1253.58
chan_050	adalOt	a	a	D	VS_N	95.72	81.20	47.90	22.85	0.03	127.38	824.61	743.94	1302.46	1264.94	135.58	618.25	694.54	1574.87	1474.18
chan_050	kolkata	a	a	D	VLS_N	76.99	108.27	66.93	9.25	0.006	147.93	579.90	667.14	1643.91	1545.47	147.02	636.02	797.59	1609.66	1511.85
chan_050	abedOn	e	o	D	VS_N	72.76	108.48	63.30	18.77	0.03	138.63	400.62	426.48	1638.36	1964.36	136.13	482.41	634.53	1543.15	1345.99
chan_0506	tottho	o	o	D	VLAS	73.72	73.51	168.68	33.66	0.02	139.97	431.35	415.78	1150.22	1117.29	158.33	456.18	466.17	1301.68	1257.00
chan_051	gudamer	u	a	D	VS_N	94.89	90.21	50.43	12.70	0.03	128.21	316.77	341.97	863.05	937.27	142.00	476.12	686.09	1656.15	1524.29
chan_0515	oddhokkho	o	o	D	VAS	87.58	82.59	142.92	34.06	0.02	135.98	483.57	400.17	1091.67	979.58	150.82	239.33	454.81	1468.96	1245.58
chan_0515	oddhokkho	o	o	V	VLAS	82.59	136.09	145.22	90.20	0.009	150.82	239.33	454.81	1468.96	1245.58	106.70	445.86	452.05	1057.52	976.64
chan_0515	chOTTopaddhay	O	o	R	VLS	78.19	45.57	124.24	12.25	0.01	132.71	525.20	647.07	1456.78	1296.03	143.14	482.96	464.45	1448.45	1352.60
chan_0515	chOTTopaddhay	a	a	D	VAS	96.03	95.41	116.45	37.03	0.02	133.56	572.92	663.90	1211.01	1380.65	116.13	686.95	746.14	1707.31	1539.94
chan_052	edin	e	i	D	VS_N	109.77	116.38	75.17	19.82	0.03	141.61	363.64	414.65	2310.37	2241.05	115.68	331.49	316.75	2167.03	2256.03
chan_0526	chhabbish	a	i	BL	VS	72.75	66.67	160.68	17.82	0.03	136.42	800.73	812.82	1402.67	1245.99	164.47	324.57	321.83	2112.10	2242.35
chan_0528	uttori	u	o	D	VLS	74.77	77.43	181.86	16.25	0.02	167.51	323.26	331.13	963.50	970.30	158.82	421.56	445.62	1408.40	1338.60
chan_053	tOdonto	O	o	D	VS_N	90.63	76.11	49.44	14.97	0.03	121.95	532.51	603.61	1343.97	1132.16	148.01	431.68	529.94	1314.41	1263.94
chan_0534	prottokkho	o	o	D	VLS	59.50	56.95	200.60	17.34	0.04	143.70	451.25	448.76	1239.25	1299.74	167.14	475.21	499.26	1350.00	1200.81
chan_0534	prottokkho	o	o	V	VLAS	56.95	66.53	148.06	59.24	0.02	167.14	475.21	499.26	1350.00	1200.81	169.33	545.29	535.01	1142.62	1153.95
chan_055	shOngoskritir	i	i	D	VLS_N	60.38	74.13	83.43	20.88	0.02	150.89	337.89	325.74	1741.95	2098.20	152.13	326.36	338.35	2221.14	2217.91
chan_055	chaetarji	ae	a	R	VLS_N	79.96	83.16	60.23	13.17	0.03	127.85	477.57	626.65	2061.14	1816.07	136.09	506.64	588.79	1810.69	1744.03
chan_055	shitola	i	o	D	VLS_N	50.95	72.46	74.19	15.02	0.01	137.66	247.07	276.51	2215.73	2228.64	149.39	422.79	454.64	1656.30	1300.86
chan_0552	ichhetei	e	e	D	VLS_N	52.70	82.30	78.38	16.76	0.02	153.70	416.02	444.02	1998.03	1959.93	129.09	405.24	400.19	2007.57	2071.96
chan_0553	hOTat	O	a	R	VLS_N	85.52	96.77	78.47	13.56	0.08	130.15	549.71	666.51	989.73	1180.55	145.69	661.87	771.99	1654.21	1553.79
chan_0554	notun	o	u	D	VLS_N	88.40	110.19	115.24	24.26	0.02	125.68	510.43	446.08	1547.05	975.73	145.73	371.14	402.74	1157.79	1046.54
chan_0557	tate	a	e	D	VLS_N	90.19	112.03	100.40	14.44	0.02	108.21	595.63	668.53	1172.90	1424.90	98.67	418.57	428.57	1951.52	2071.39
chan_056	shongjojito	i	o	D	VLS_N	67.76	91.08	85.49	20.28	0.03	159.77	270.41	309.25	2168.87	2175.66	161.73	429.42	470.95	1434.98	1153.10
chan_0560	eTa	e	a	R	VLS_N	90.54	194.60	111.50	8.41	0.04	134.82	416.38	389.43	2176.21	2196.65	143.50	544.29	762.36	1859.65	1541.56
chan_0560	protik	o	i	D	VLS_N	62.31	80.81	91.91	23.61	0.02	118.05	410.59	444.33	1214.24	1242.89	103.64	326.48	334.06	2179.97	2254.37
chan_0561	kOthaTa	a	a	R	VLS_N	73.78	97.05	78.38	11.89	0.06	144.59	761.21	738.90	1610.85	1455.15	147.75	608.83	654.63	1653.47	1562.17
chan_0562	jabe	a	e	BL	VS_N	120.05	220.55	73.35	8.26	0.04	131.94	434.88	670.45	1941.99	1526.57	109.50	405.11	423.74	1888.59	2141.74
chan_0563	bideshi	i	e	D	VS_N	96.99	103.88	59.64	15.08	0.03	129.60	305.94	285.72	2109.92	2189.74	146.96	326.93	394.75	2062.48	2042.65
chan_0563	kapore	a	o	BL	VLS_N	105.06	66.76	90.26	19.89	0.03	118.69	594.58	692.78	1429.52	1250.06	133.16	432.77	411.24	806.93	931.11
chan_0564	meTi	e	i	R	VLS_N	140.67	72.90	102.99	15.13	0.05	130.50	378.42	405.92	1713.94	2158.20	140.07	311.02	313.56	2154.47	2188.48
chan_0564	Taka	a	a	V	VLS_N	83.62	70.26	62.37	20.80	0.03	129.93	609.67	693.88	1623.38	1503.99	134.44	602.76	659.23	1623.77	1586.53
chan_0564	Taka	a	a	V	VLS_N	96.27	111.21	63.47	30.66	0.03	127.82	616.46	705.23	1622.65	1478.07	134.24	616.76	700.17	1565.65	1530.82
chan_0568	kOdoro	O	o	D	VS_N	108.16	104.87	67.07	14.92	0.05	120.49	511.60	618.33	941.58	951.26	138.88	399.37	415.13	1296.47	1109.14
chan_0569	theke	e	e	V	VLS_N	62.24	179.52	81.36	28.45	0.02	140.36	436.11	430.19	1971.70	1926.50	144.19	396.89	426.30	2246.07	2172.06
chan_0569	Takar	a	a	V	VLS_N	92.91	99.12	67.86	16.98	0.03	122.15	633.66	671.82	1601.55	1503.28	127.17	585.19	661.77	1595.88	1529.55
chan_057	shOngjojito	i	o	D	VLS_N	65.03	92.49	108.03	14.12	0.02	149.92	296.98	298.03	2196.42	2232.60	153.42	441.33	456.65	1489.38	1194.27
chan_057	dabi	a	i	BL	VS_N	107.32	60.11	56.09	9.03	0.02	115.65	599.86	727.03	1646.82	1338.98	131.68	334.32	307.80	1760.48	2323.47
chan_0570	maTir	a	i	R	VLS_N	116.79	115.32	113.42	16.77	0.03	122.70	628.58	751.67	1014.38	1347.59	140.41	315.79	305.33	2306.23	2312.31
chan_0570	tibboti	i	o	BL	VS	79.79	70.02	183.62	18.08	0.04	136.25	303.57	298.17	2188.23	2166.56	142.07	387.48	403.77	925.11	1000.53
chan_0570	chhader	a	e	D	VS_N	68.44	151.71	81.96	10.67	0.05	126.61	801.64	676.02	1403.69	1387.06	120.30	380.59	398.44	1901.41	2187.03
chan_0571	abar	a	a	BL	VS_N	132.66	169.75	67.57	11.76	0.06	123.99	819.34	768.71	1114.85	1156.48	141.11	566.89	737.82	1244.88	1380.47
chan_0572	dokane	o	a	V	VLS_N	85.50	62.53	61.99	28.36	0.05	124.99	383.66	381.29	1511.24	1092.63	131.86	585.51	654.78	1416.64	1527.53
chan_0573	jodi	o	i	D	VS_N	98.01	86.01	58.11	17.64	0.03	122.05	332.02	381.63	1961.51	1424.07	128.33	323.60	325.96	2119.17	2195.12
chan_0573	dOmpoti	o	i	D	VLS_N	68.63	92.52	81.22	19.01	0.02	131.29	383.06	394.71	897.78	1066.87	132.05	314.52	327.36	2186.91	2222.66
chan_0574	chOTTopaddhay	O	o	R	VLS	80.10	38.36	146.33	15.20	0.04	124.63	471.15	592.92	1438.96	1287.34	131.02	453.62	443.84	1395.27	1288.10
chan_0574	chOTTopaddhay	a	a	D	VAS	93.41	95.33	138.65	38.32	0.04	129.96	576.28	673.86	1175.55	1363.34	113.57	672.73	717.32	1694.03	1669.91
chan_0576	upolokkhe	u	o	BL	VLS_N	96.03	74.28	97.32	25.47	0.02	132.27	366.21	306.50	910.67	742.01	139.81	394.96	406.07	803.71	978.72
chan_0578	jabe	a	e	BL	VS_N	113.84	179.98	80.35	8.28	0.04	135.79	377.40	601.89	1910.76	1713.55	110.25	407.38	408.25	1984.54	1580.26
chan_0579	garite	i	e	D	VLS_N	52.88	80.80	102.25	17.57	0.04	138.20	381.19	362.21	2140.31	2212.83	145.48	398.92	434.68	2144.91	2072.90
chan_058	bhognipoti	o	i	D	VLS_N	60.21	73.75	87.55	16.99	0.02	148.93	407.24	424.76	938.00	1050.51	148.55	315.83	299.92	2225.26	2278.85
chan_058	kolitOlay	i	O	D	VLS_N	56.54	77.14	67.44	12.89	0.01	143.10	325.93	312.90	2220.26	2210.18	142.26	503.03	611.07	1539.00	1382.64
chan_058	thaki	a	i	V	VLS_N	59.46	74.84	75.98	52.82	0.002	120.07	749.78	660.55	1512.80	1658.97	110.09	298.61	283.94	2391.33	2424.45
chan_0580	nite	i	e	D	VLS_N	60.59	58.40	91.03	20.14	0.03	148.90	349.72	359.86	2296.30	2295.78	148.28	409.82	478.27	1995.97	1925.31
chan_0581	theke	e	e	V	VLS_N	55.17	111.09	88.89	36.74	0.007	117.28	435.55	422.47	2077.10	2121.10	104.10	357.62	405.94	2195.27	2159.52
chan_0584	kOtoTuku	o	u	R	VLS_N	49.29	56.20	75.12	16.51	0.01	142.85	437.36	418.37	1382.08	1374.78	151.59	344.02	382.39	1326.49	1158.93
chan_0585	protiddhoni	o	o	D	VLS_N	44.47	68.74	74.82	17.95	0.02	130.01	414.49	391.11	1109.32	1206.39	144.13	332.10	334.50	2198.92	2229.26
chan_0586	paThate	a	e	D	VLS_N	74.57	137.24	100.32	18.07	0.02	138.38	787.04	692.44	1795.05	1586.55	107.53	420.23	426.60	2047.42	2026.21
chan_059	porate	a	e	D	VLS_N	78.28	62.93	83.06	18.40	0.005	138.00	647.21	724.86	1431.85	1436.07	146.88	438.86	465.58	2052.32	2120.06
chan_06	baki	a	i	V	VLS_N	118.78	63.23	85.96	29.36	0.01	122.68	616.33	764.63	1043.52	1273.14	159.92	300.85	307.07	2382.93	2388.77
chan_060	protidin	o	i	D	VLS_N	43.71	53.78	74.63	18.43	0.02	140.46	413.90	406.11	1108.11	1204.35	167.35	336.41	331.60	2192.19	2259.86
chan_061	otirikto	o	i	D	VLS_N	79.85	49.72	75.77	18.80	0.02	141.91	445.78	397.60	873.14	871.65	158.19	346.08	333.00	2147.30	2184.17
chan_063	mOte	O	e	D	VLS_N	70.51	67.95	84.43	19.91	0.02	163.43	812.77	599.09	1521.60	1170.70	161.40	433.00	442.68	1922.78	2005.91
chan_065	uttor	u	o	D	VLS	82.57	75.12	171.61	14.63	0.03	135.27	349.57	295.45	804.91	840.69	151.49	397.59	446.85	1311.56	1203.83
chan_066	khaTal	a	a	R	VLS_N	65.46	81.02	72.52	13.07	0.05	129.85	843.98	723.74	1375.27	1421.96	141.16	652.73	687.70	1691.05	1555.09
chan_066	koTu	o	u	R	VLS_N	93.36	100.95	69.47	16.06	0.02	127.90	364.30	356.71	728.58	804.96	144.77	337.00	334.87	1218.87	963.51
chan_067	protikar	o	i	D	VLS_N	43.69	66.48	73.98	18.05	0.02	124.96	378.85	379.70	1018.55	1158.84	134.20	317.63	313.39	2174.38	2270.72
chan_069	dingite	i	e	D	VLS_N	75.80	154.64	103.22	19.84	0.02	147.59	332.07	328.78	2479.97	2394.66	104.65	396.46	417.84	2089.71	2200.94
chan_07	aekadhik	ae	a	V	VLS_N	98.52	70.27	54.67	17.20	0.02	120.59	701.37	751.16	1823.34	1714.21	136.90	600.06	646.59	1730.70	1635.62
chan_070	mriter	i	e	D	VLS_N	52.66	88.11	103.47	23.71	0.04	134.09	346.75	339.66	2213.97	2263.30	146.84	414.38	510.07	2109.87	2080.80
chan_071	kolkatar	a	a	D	VLS_N	82.25	91.62	85.88	13.37	0.03	153.90	567.87	708.35	1615.18	1484.35	156.99	627.01	711.06	1584.26	1565.69
chan_071	kolkata	a	a	D	VLS_N	85.80	110.00	78.36	12.55	0.009	148.16	587.01	646.65	1512.63	1488.00	149.02	612.56	698.08	1625.20	1562.35
chan_072	rate	a	e	D	VLS_N	119.18	148.91	111.47	16.89	0.03	132.62	417.09	684.45	1776.47	1622.08	104.30	427.83	406.12	2106.05	2202.01
chan_072	kolkatay	a	a	D	VLS_N	70.51	59.65	75.68	13.79	0.02	125.85	578.99	705.90	1621.74	1553.65	131.49	598.94	666.26	1534.74	1602.06
chan_073	uttor	u	o	D	VLS_N	86.05	100.39	192.53	15.92	0.03	142.29	374.74	299.48	903.93	802.57	149.94	420.33	456.39	1321.44	1183.60
chan_075	amitabh	i	a	D	VLS_N	49.68	96.69	78.76	9.26	0.02	146.87	388.73	378.79	2260.27	2286.89	147.36	577.86	759.90	1683.74	1385.89
chan_076	bhupoti	o	i	D	VLS_N	78.72	76.36	66.61	15.72	0.008	148.74	459.93	430.06	1073.81	1077.71	155.23	314.91	316.48	2164.37	2260.27
chan_076	chhoshoTi	o	i	R	VLS_N	50.54	64.00	82.40	12.26	0.03	151.03	435.91	434.12	1243.02	1238.34	157.49	337.70	323.73	2217.54	2302.62
chan_077	aeto	ae	o	D	VLS_N	101.51	61.80	80.54	12.94	0.03	125.81	790.71	798.19	1662.66	1580.02	154.54	468.44	467.03	1327.58	1170.15
chan_079	mOte	O	e	D	VLS_N	80.11	150.64	89.69	18.78	0.02	145.49	550.39	590.93	898.22	1156.26	102.90	432.01	414.27	2007.30	2208.32
chan_079	unnoti	o	i	D	VLS_N	68.23	46.81	82.62	21.78	0.02	146.73	383.51	442.97	1351.05	1311.31	151.38	302.92	313.30	2247.44	2246.54
chan_08	netritte	i	e	D	VLS	67.51	116.25	153.35	23.89	0.01	146.35	344.18	348.88	1951.30	2094.90	105.12	388.03	420.24	2104.66	2109.10
chan_08	tOdonto	O	o	D	VS_N	90.52	139.99	44.96	14.07	0.04	117.81	524.29	632.00	1247.92	1200.40	146.55	471.94	347.42	1417.87	1377.38
chan_08	bappa	a	a	BL	VLS	86.39	135.30	173.86	13.44	0.006	138.88	562.06	716.33	1192.37	1345.93	150.77	634.67	761.40	1257.84	1418.33
chan_082	bahattor	a	o	D	VLS	53.43	91.75	170.75	12.99	0.02	142.07	839.91	699.10	1504.20	1461.37	147.09	442.31	452.70	1358.14	1185.34
chan_084	barite	i	e	D	VLS_N	50.88	146.11	96.31	25.79	0.02	140.63	404.29	371.05	2083.83	2197.93	105.15	399.38	419.95	2049.87	2123.84
chan_085	protibari	o	i	D	VLS_N	80.11	62.99	82.60	19.53	0.02	136.71	396.60	397.59	1117.57	1103.42	161.83	308.90	320.07	2175.09	2225.12
chan_085	barite	i	e	D	VLS_N	35.11	54.28	93.17	24.69	0.02	130.07	372.65	355.13	2063.78	2140.61	139.22	397.12	418.30	2102.13	2095.18
chan_086	kaTa	a	a	R	VLS_N	80.47	83.99	64.80	17.86	0.02	128.03	647.75	748.83	1520.41	1421.50	124.95	677.98	728.25	1595.59	1448.02
chan_087	hashpatale	a	a	D	VLS_N	71.00	69.85	69.02	15.40	0.009	146.05	605.39	643.51	1183.12	1304.60	143.31	638.93	622.31	1515.85	1609.47
chan_09	joTil	o	i	R	VLS_N	81.32	90.96	81.05	13.01	0.009	110.84	343.32	406.82	1840.05	1280.11	101.93	346.79	341.56	2162.15	2295.92
chan_094	shomriddho	i	o	D	VAS	32.22	79.90	138.51	21.41	0.03	141.74	385.18	361.16	2090.05	2187.51	146.51	426.68	430.77	1499.47	1203.93
chan_096	tritio	i	i	D	VLS_N	67.30	60.23	67.80	38.16	0.02	145.07	323.39	309.64	2034.73	2164.54	164.89	294.75	329.50	2205.92	2229.61
chan_096	shurute	u	e	D	VLS_N	46.37	187.26	97.05	20.01	0.01	151.75	351.43	357.39	1242.56	1310.05	108.86	397.90	430.00	1913.42	2079.89
chan_096	shetare	e	a	D	VLS_N	62.97	95.62	75.68	17.11	0.03	127.68	410.76	410.40	2048.70	2028.72	129.72	580.89	660.66	1694.97	1621.32
chandan_037	buddhiman	u	i	D	VAS	95.76	63.42	131.26	25.45	0.03	120.71	729.64	313.27	1231.06	891.47	131.33	328.45	303.04	2028.70	2063.04
chandan_044	poddar	o	a	D	VS	87.64	188.96	148.16	11.83	0.01	139.43	422.07	410.52	817.27	972.39	114.41	544.23	743.84	1644.95	1439.21
deb_010	aDDa	a	a	R	VS	68.56	64.33	122.06	15.15	0.06	155.27	742.26	711.96	1233.07	1290.28	170.62	540.98	592.04	1543.30	1507.18
deb_0160	biruddhe	u	e	D	VAS	41.75	131.43	94.51	29.53	0.02	226.72	406.50	415.49	1390.40	1459.84	151.10	422.02	441.63	1836.18	1948.99
deb_0184	shiddhanto	i	a	D	VAS	37.47	76.70	125.33	22.41	0.01	210.36	290.85	342.49	2037.78	2200.11	208.96	621.42	712.65	1576.55	1442.76
deb_0190	shiddhanto	i	a	D	VAS	39.94	79.21	97.20	26.09	0.02	186.38	334.79	343.04	2070.48	2191.04	180.01	791.79	781.58	1529.77	1315.29
deb_0246	choddo	o	o	D	VS	83.13	89.89	167.31	16.27	0.04	206.73	401.34	417.49	1223.79	1060.60	234.67	454.94	468.85	1235.94	1184.74
deb_0252	shiddhanto	i	a	D	VAS	47.63	80.43	106.26	37.61	0.01	178.52	296.78	312.44	2013.37	2128.62	170.21	216.28	915.30	1575.74	1460.41
deb_035	chobbishTa	o	i	BL	VS	67.33	33.00	150.43	9.87	0.08	179.27	384.30	408.53	1307.84	1038.61	212.78	286.77	286.80	1738.88	1962.42
deb_0358	ottadhonik	o	a	D	VLS	73.43	72.95	142.58	11.29	0.05	167.32	402.37	413.01	834.86	918.42	200.89	548.00	620.37	1479.44	1458.93
deb_0368	prottek	o	e	D	VLS	42.87	59.97	166.97	10.72	0.07	187.16	404.48	420.70	1193.16	1196.95	225.11	509.90	474.57	1762.00	1879.19
deb_0382	juddhe	u	e	D	VAS	76.00	110.62	164.99	34.76	0.03	180.79	273.02	319.08	1654.99	1276.12	206.66	291.10	400.39	1851.72	1978.26
deb_0400	shotti	o	i	D	VLS	56.17	107.06	154.58	13.54	0.03	179.11	438.46	426.62	1175.40	1209.77	251.94	296.67	283.81	2131.05	2261.43
deb_058	mOntobbo	o	o	BL	VS	42.82	49.19	107.25	13.33	0.11	211.54	444.32	433.42	1254.79	1163.87	227.68	438.07	445.71	895.42	906.91
deb_058	shotti	o	i	D	VLS	60.88	150.35	213.10	13.94	0.05	176.78	410.72	406.79	1145.17	1079.92	242.29	276.27	261.00	2180.45	2417.04
deb_078	mrittu	i	u	D	VLS	43.63	61.12	160.71	26.27	0.05	175.56	306.48	322.62	1762.90	2124.72	197.69	346.69	360.72	1332.76	1137.47
deb_09	aDDa	a	a	R	VS	98.12	75.84	180.99	7.74	0.13	129.76	539.85	698.92	996.91	1138.98	128.60	555.80	642.58	1626.53	1445.26
deb_099	shotti	o	i	D	VLS	45.62	107.40	171.78	13.21	0.04	217.73	442.23	444.10	1198.24	1248.02	238.23	302.10	279.82	2147.89	1741.30
jit_62	prottaborton	o	a	D	VLS	54.15	91.41	149.00	12.37	0.05	166.70	453.79	463.14	1020.29	1030.63	188.31	586.99	667.73	1324.32	1291.08
jit_95	prottashito	o	a	D	VLS	37.31	69.30	135.52	17.02	0.07	162.91	442.12	451.24	1026.09	1074.12	184.86	592.27	668.05	1333.72	1334.42
jyotirmoy_116	mrittu	i	u	D	VLS	47.81	46.88	141.70	31.31	0.04	134.22	414.40	371.43	1755.59	2024.74	133.05	333.09	381.16	1154.85	1056.92
jyotirmoy_117	mrittu	i	u	D	VLS	47.04	85.58	103.64	28.60	0.03	133.69	368.75	329.67	717.19	885.09	132.41	338.71	390.26	1224.86	1088.54
jyotirmoy_120	mrittur	i	u	D	VLS	38.75	38.86	128.97	14.57	0.02	128.19	417.90	383.26	684.50	2028.77	133.64	371.26	383.37	1363.86	1272.65
jyotirmoy_121	mrittu	i	u	D	VLS	40.54	63.40	128.94	25.98	0.01	113.84	347.67	379.60	944.71	1974.36	107.91	353.17	380.99	1324.56	1090.39
jyotirmoy_125	mrittu	i	u	D	VLS	49.52	56.11	142.92	18.90	0.07	129.98	360.13	330.35	2193.66	2187.63	128.41	302.83	327.19	1489.26	1103.67
jyotirmoy_131	mrittur	i	u	D	VLS	48.35	57.31	168.09	17.32	0.02	129.30	392.03	405.04	437.13	2101.04	149.55	350.43	383.76	1612.23	1426.88
jyotirmoy_131	obbahoto	o	a	BL	VS	48.56	45.85	130.36	15.88	0.07	121.73	463.13	441.04	809.38	732.59	120.99	512.66	588.17	998.21	1055.18
jyotirmoy_133	mrittu	i	u	D	VLS	43.63	86.14	128.39	27.01	0.01	116.54	421.34	346.85	2173.84	813.78	105.13	333.00	383.00	1356.82	1062.21
jyotirmoy_147	uttor	u	o	D	VLS	86.46	68.94	187.26	12.77	0.02	128.78	287.52	336.97	656.44	749.14	151.35	415.04	480.42	1429.75	1366.79
jyotirmoy_147	tOkkor	O	o	V	VLS	77.69	71.96	152.11	13.15	0.03	119.36	523.44	615.27	1298.68	1080.38	138.55	464.39	518.34	930.19	1143.02
jyotirmoy_171	mukkhomontri	u	o	V	VLAS	40.16	44.26	112.71	30.41	0.02	131.08	306.29	308.80	671.36	615.89	138.36	495.55	484.33	991.59	856.56
jyotirmoy_171	buddhodeb	u	o	D	VAS	56.37	70.03	78.85	19.51	0.06	117.20	305.41	357.54	830.60	968.06	121.24	412.73	442.70	1355.08	1332.61
jyotirmoy_171	bhOTTacharjo	O	a	R	VLS	52.76	45.11	98.27	22.10	0.08	107.08	529.62	553.14	1020.13	1159.67	110.17	564.71	527.99	1496.33	1541.00
jyotirmoy_173	shahittik	i	i	D	VLS	53.44	71.23	123.91	21.06	0.02	136.84	398.91	361.26	1368.20	1446.73	147.45	327.51	337.31	1184.17	2391.39
jyotirmoy_18	pOddhotitei	O	o	D	VAS	81.02	65.32	106.90	10.93	0.03	118.05	453.73	574.72	874.40	1010.90	130.32	392.32	397.01	1372.71	1175.72
jyotirmoy_199	ittadi	i	a	D	VLS	48.75	64.01	113.94	23.03	0.02	121.57	358.77	349.89	1086.80	971.29	109.84	507.07	542.75	830.17	1542.89
jyotirmoy_205	itimoddhei	o	e	D	VAS	32.71	56.93	127.46	13.40	0.07	214.77	595.03	550.39	1151.48	1290.45	216.59	492.73	543.17	1795.93	1943.64
jyotirmoy_205	shiddhanto	i	a	D	VAS	45.50	103.01	109.75	16.49	0.08	174.82	342.15	347.56	2174.31	2097.29	196.76	587.14	773.37	1595.74	1517.28
jyotirmoy_21	dhakka	a	a	V	VLS	90.81	53.38	113.90	18.46	0.007	109.41	489.72	669.97	1401.10	1231.34	115.30	594.27	622.70	1386.06	1398.09
jyotirmoy_226	mukkhomontri	u	o	V	VLAS	36.66	69.09	106.18	43.69	0.02	137.55	311.34	311.79	635.39	634.74	160.68	456.16	475.54	1032.72	783.56
jyotirmoy_226	buddhodeb	u	o	D	VAS	47.34	68.79	104.82	11.42	0.07	137.84	335.72	358.52	971.59	1087.75	153.42	415.09	476.73	1231.55	1372.07
jyotirmoy_226	bhOTTacharjer	O	a	R	VLS	85.21	60.21	84.14	10.79	0.06	138.19	416.48	589.00	920.23	989.71	156.34	584.68	562.81	1362.25	1171.31
jyotirmoy_234	mrittumukh	i	u	D	 VLS	61.52	44.27	156.35	13.50	0.03	153.95	362.51	362.80	2231.31	2285.54	173.38	345.79	346.77	1462.51	1201.99
jyotirmoy_257	shiddhantoke	i	a	D	VAS	38.40	76.11	115.58	12.97	0.14	157.94	355.59	364.18	2060.45	2229.97	164.57	497.68	685.82	1704.10	1434.55
jyotirmoy_29	mukkhomontri	u	o	V	VLAS	43.55	56.78	104.20	35.43	0.02	133.20	326.11	275.91	625.09	664.39	163.08	327.55	462.30	902.88	835.12
jyotirmoy_29	buddhodeb	u	o	D	VAS	63.30	70.56	97.60	14.00	0.04	133.58	318.25	348.91	844.18	926.98	148.46	415.22	458.89	1280.20	1343.96
jyotirmoy_29	bhOTTacharjo	O	a	R	VLS	49.02	214.57	104.88	12.56	0.04	138.29	477.94	486.28	1036.43	1136.14	131.99	593.72	391.25	1117.24	1576.62
jyotirmoy_29	ottonto	o	o	D	VLS	50.83	61.82	222.26	13.61	0.02	142.13	469.86	430.18	923.29	1055.13	158.30	399.73	530.91	908.15	1093.18
jyotirmoy_53	biruddhe	u	e	D	VAS	42.69	77.56	112.63	16.89	0.09	141.22	388.44	368.43	1512.55	1466.94	143.97	406.10	457.39	1913.28	1370.56
jyotirmoy_82	chobbishe	o	i	BL	VS	55.51	48.02	118.96	8.45	0.07	138.56	374.62	412.16	1300.60	1220.67	153.39	309.73	315.68	2245.80	2288.59
jyotirmoy_94	kOkkhopothe	O	o	V	VLAS	75.00	39.45	88.34	50.66	0.01	136.74	523.68	577.32	946.64	822.28	147.22	392.98	451.31	807.66	863.49
jyotirmoy_94	ottonto	o	o	D	VLS	68.64	45.23	121.23	16.50	0.02	131.70	409.48	458.65	1171.08	1092.63	146.57	403.00	509.80	1245.24	1077.73
kunal_122	uddog 	u	o	D	VS	65.84	126.15	147.62	12.73	0.17	171.10	374.09	343.92	916.85	966.45	159.36	369.25	455.89	1187.87	954.60
kunal_156	shomriddhisheel	i	i	D	VAS	39.23	78.21	113.01	13.55	0.07	203.61	398.83	391.57	2140.01	2207.29	209.30	316.37	373.27	2278.06	2275.96
kunal_43	shiddhanto	i	a	D	VAS	68.19	69.42	80.85	17.07	0.07	149.98	336.98	323.05	2110.90	2216.79	158.89	526.03	647.03	1603.95	1414.64
kunal_55	daitto	i	o	D	VLS	52.37	67.02	161.10	14.52	0.10	157.40	543.99	424.09	2096.78	2272.87	193.50	397.70	423.87	1385.62	1264.18
kunal_62	prottekTi	o	e	D	VLS	30.98	67.86	157.71	19.24	0.05	165.19	441.80	435.36	1047.08	1103.75	195.23	402.95	410.56	1858.17	2152.05
mainak_106	joddhara	o	a	D	VAS	54.02	85.39	123.68	20.66	0.09	170.85	385.69	412.05	1348.95	1224.09	161.19	589.55	650.37	1362.32	1357.94
mainak_154	juddhokhetrer	u	o	D	VAS	49.01	73.03	92.47	43.00	0.04	199.00	310.21	307.05	1751.08	1570.94	259.19	415.75	518.42	1579.99	1439.27
mainak_159	uddhar	u	a	D	VAS	51.66	90.47	121.81	17.74	0.05	189.03	377.84	366.42	989.84	1004.09	193.45	405.20	649.24	1289.73	1331.41
mainak_163	chobbish	o	i	BL	VS	71.63	72.41	162.65	8.14	0.10	207.32	426.63	429.77	1557.21	1031.22	252.80	340.78	355.27	1849.63	2009.74
